Topic,Representative_Docs
67,"콜롬비아에서 역사상 첫 좌파 대통령이 탄생했다. 중남미 핑크타이드(좌파물결)가 또 다시 확인되면서 국제 정세의 변수가 될수 있을지 주목된다. 

엘파이스에 따르면 19일(현지시간) 치러진 콜롬비아 대선 결선 투표에서 좌파 연합 ‘역사적 조약’의 구스타보 페트로 후보(62)는 50.5%를 얻어 47.3%를 얻은 무소속 로돌포 에르난데스 후보(77)를 누르.."
67,"경제난에 신음하고 있는 중남미 콜롬비아에서 사상 최초로 좌파 대통령 선출이 유력해지고 있다. 콜롬비아와 브라질이 정권 교체에 성공하면 중남미 주요 6개국(브라질, 멕시코, 아르헨티나, 콜롬비아, 칠레, 페루)에 모두 좌파 정권이 들어서게 된다.
29일(현지시간) 콜롬비아 선거당국에 따르면, 이날 치러진 대선 1차 투표에서 좌파 연합 ‘역사적 조약’의 후.."
67,"전통적인 친미 국가였던 콜롬비아에서 게릴라 출신의 좌파인 구스타보 페트로 상원의원이 대통령에 당선됐다. 콜롬비아에서 첫 좌파 정권이 탄생하면서 남미에서 속속 좌파 정권이 탄생하는 흐름을 뜻하는 ‘핑크 타이드’ 현상이 더 가속화될 것으로 보인다.

 콜롬비아 선거관리 당국은 19일(현지시각) 치러진 대통령 선거 결선투표에서 좌파 연합인 ‘역사적 조약’의 .."
67,"남미 콜롬비아는 역사상 좌파 대통령이 집권한 적은 단 한 차례도 없다. 미국과 소련이 각축을 벌이던 냉전 시기 콜롬비아는 미국의 가장 충실한 우방이었으며, 1990년대와 2000년대 중남미에 ‘핑크 타이드’(좌파 바람)가 밀려올 때도 콜롬비아는 예외였다. 이처럼 중남미 ‘우파의 보루’로 불리는 콜롬비아가 사상 첫 좌파 대통령의 탄생을 목전에 두고 있다..."
67,"중남미 내 미국의 최대 우방이자 ‘우파의 보루’로 꼽혀온 콜롬비아에 좌파 정권이 들어설 가능성이 커지고 있다. 콜롬비아는 근현대 역사상 한 번도 좌파가 집권한 적 없는 유일한 중남미 국가다. 29일(현지시간) 대선 1차 투표에서 좌파 후보가 앞서면 역사상 최초로 좌파로 정권교체가 이뤄질 수 있다. 
 
 
 ━
 좌파 페트로, 지지율 40% 여유 있는 .."
68,"호텔 객실에서 마약을 투약한 20대 남성 2명이 경찰에 붙잡혔다. 
 
 인천 미추홀경찰서는 호텔에서 마약을 투약한 A씨 등 20대 남성 2명을 마약류 관리에 관한 법률 위반 혐의로 긴급체포했다고 18일 밝혔다. 
 
 경찰에 따르면 이들은 전날 오후 10시 40분쯤 인천시 미추홀구 주안동에 있는 한 호텔에서 마약류를 투약한 혐의를 받는다. 
 
 마약.."
68,"인천의 한 호텔 객실에서 직접 대마를 키워 동료들과 함께 피운 40대 남성 직원이 경찰에 붙잡혔다. 
 
 인천경찰청 마약범죄수사계는 마약류 관리에 관한 법률 위반 혐의로 A(47)씨 등 호텔 직원 3명을 불구속 입건했다고 23일 밝혔다. 
 
 A씨는 지난해 인천시 중구 영종도 한 호텔 객실에서 재배한 대마를 동료 직원 2명과 함께 피운 혐의를 받고 .."
68,"호텔 객실에서 직접 대마를 키워 동료들과 함께 피운 40대 직원이 경찰에 붙잡혔다. 
 
인천경찰청 마약범죄수사계는 마약류 관리에 관한 법률 위반 혐의로 A(47)씨 등 호텔 직원 3명을 불구속 입건했다고 23일 밝혔다. 
 
A씨는 지난해 인천시 중구 영종도 한 호텔 객실에서 재배한 대마를 동료 직원 2명과 함께 피운 혐의를 받고 있다. 그는 이 호텔.."
68,"인천 한 호텔 객실에서 대마를 직접 재배해 동료들과 나눠 피운 40대 남성이 경찰에 붙잡혔다. 
 
인천경찰청 마약범죄수사계는 마약류관리에 관한 법률위반 혐의로 A씨(47) 등 호텔 직원 3명을 불구속 입건했다고 23일 밝혔다. 
 
경찰에 따르면 A씨는 지난해 인천 중구 영종도 한 호텔 객실에서 키운 대마를 동료 직원 2명과 피운 혐의를 받는다. 
 .."
68,"호텔 객실에서 직접 대마를 키워 동료들과 함께 피운 40대 직원이 경찰에 붙잡혔다. 
 
 인천경찰청 마약범죄수사계는 마약류 관리에 관한 법률 위반 혐의로 A(47)씨 등 호텔 직원 3명을 불구속 입건했다고 23일 밝혔다. 
 
 A씨는 지난해 인천시 중구 영종도 한 호텔 객실에서 재배한 대마를 동료 직원 2명과 함께 피운 혐의를 받고 있다. 
 
 그.."
69,"싱가포르 당국이 유엔(UN) 기구와 인권단체의 반대에도 대마초 밀수범에 대한 사형을 집행했다. 
 
 26일 AP통신 등에 따르면 싱가포르 당국은 이날 오전 대마 밀매로 사형 선고를 받은 싱가포르 국적 탕가라주 수피아(46)를 교수형에 처했다. 
 
 탕가라주는 대마초 1㎏을 밀매한 혐의로 재판에 넘겨져 2018년 사형을 선고받았다. 마약 범죄 처벌 수.."
69,"싱가포르 당국이 마약밀수범에 대해 사형을 집행했다. 
 
26일 AP통신 등 외신에 따르면 싱가포르 당국은 이날 오전 대마 밀매로 사형 선고를 받은 자국민 탕가라주 수피아(46)를 교수형에 처했다. 탕가라주는 대마 1㎏을 밀매한 혐의로 기소돼 2018년 사형을 선고받았다. 마약사범을 엄격하게 처벌하는 싱가포르에서 대마 밀수 규모가 500g을 넘으면 사형.."
69,"싱가포르가 마약을 밀수한 남성에 대한 사형을 집행했다.
26일 AP통신 등 외신에 따르면 싱가포르 당국은 이날 오전 대마 밀매로 사형 선고를 받은 싱가포르 국적 탕가라주 수피아(46)를 교수형에 처했다.
탕가라주는 대마 1㎏을 밀매한 혐의로 기소돼 2018년 사형을 선고받았다. 싱가포르는 대마 밀수 규모가 500g이 넘으면 사형에 처하는 등 마약 범죄 .."
69,"싱가포르 당국이 유엔(UN)과 인권단체의 반대에도 대마초 밀수범에 대한 사형을 집행했다. 
 
26일 AP통신 등에 따르면 싱가포르 당국은 이날 오전 대마 밀매로 사형 선고를 받은 싱가포르 국적 탕가라주 수피아(46)를 교수형에 처했다. 
 
탕가라주는 대마 1㎏을 밀매한 혐의로 기소돼 2018년 사형을 선고받았다. 싱가포르에서는 대마 밀수 규모가 50.."
69,"싱가포르에서 40대 마약밀수범에 대한 사형이 논란 속에 집행됐다. 
 
 26일 AP통신 등 외신에 따르면 싱가포르 당국은 이날 오전 대마 밀매로 사형 선고를 받은 싱가포르 국적 탕가라주 수피아(46)를 교수형에 처했다. 
 
 탕가라주는 대마 1㎏을 밀매한 혐의로 기소돼 2018년 사형을 선고받았다. 
 
 사형수 탕가라주 수피아의 여동생이 대통령에게.."
70,"캠핑장에서 마약을 투약하고 환각 상태에서 난동을 부린 30대 3명이 경찰에 붙잡혔다. 
 
22일 울산 중부경찰서에 따르면 휴일인 지난 21일 오후 5시쯤 울산광역시 중구 한 캠핑장에서 A씨 등 3명이 인사불성 상태로 난동을 부렸다. 1명은 맨발에 웃통을 벗은 채 비틀거리며 화단을 드나들다가 길바닥에 드러누웠고, 다른 2명은 스포츠유틸리티차(SUV)를 .."
70,"주말 대낮 캠핑장에서 강력한 환각을 일으키는 마약을 투약한 뒤 난동을 부린 30대 남성 3명이 모두 집행유예를 선고받았다. 
 
울산지법 제11형사부(재판장 이대로 부장판사)는 14일 마약류관리에관한법률 위반 등의 혐의로 기소된 A씨에게 징역 3년에 집행유예 5년, B씨와 C씨에게 각각 징역 1년에 집행유예 2년을 선고했다. 
 
A씨 등은 지난해 8월.."
70,"주말 대낮 캠핑장에서 마약을 투약하고 난동을 부린 30대 3명이 모두 집행유예를 선고받았다. 
 
울산지법 형사11부(이대로 부장판사)는 14일 마약류 관리에 관한 법률 위반 혐의 등으로 재판에 넘겨진 A씨에게 징역 3년에 집행유예 5년을, B씨와 C씨에게 징역 1년에 집행유예 2년을 각각 선고했다. 
 
친구 사이인 이들은 지난해 8월 울산시 중구의 .."
70,"SBS 유튜브 채널 캡처 
 대낮 캠핑장에서 함께 마약을 투약하고 난동을 부린 30대 3명에게 집행유예가 선고됐다. 
 
 울산지법 형사 11부(이대로 부장판사)는 14일 마약류 관리에 관한 법률 위반 혐의 등으로 재판에 넘겨진 A씨에게 징역 3년에 집행유예 5년을, B씨와 C씨에게 징역 1년에 집행유예 2년을 각각 선고했다. 
 
 친구 사이인 이들은.."
70,"대낮 캠핑장에서 함께 마약을 투약하고 난동을 부린 30대 3명에게 집행유예가 선고됐다.
울산지법 형사11부(부장 이대로)는 14일 마약류 관리에 관한 법률 위반 혐의 등으로 재판에 넘겨진 A씨에게 징역 3년에 집행유예 5년을, B씨와 C씨에게 징역 1년에 집행유예 2년을 각각 선고했다.
친구 사이인 이들은 지난해 8월 울산 한 캠핑장 텐트 안에서 마약을.."
71,"조 바이든 미국 대통령의 차남 헌터 바이든이 탈세 혐의 등으로 기소됐으나 혐의를 인정하는 대신 실형을 모면하는 합의를 미국 법무부와 타결해 파장이 일고 있다. 이번 합의는 최근 연방검찰이 트럼프 전 대통령을 의도적인 국가기밀 보유 등 37개 혐의로 기소한 데 이어 나온 것이라 트럼프 전 대통령과 공화당의 반발과 공세가 예상된다. 


 


법무부가 2.."
71,"조 바이든 미국 대통령의 차남 헌터 바이든이 탈세 혐의 등으로 기소됐으며 혐의를 인정하기로 미국 법무부와 합의했다고 AP통신이 20일(현지시간) 보도했다. 헌터는 마약사용자로서 총기를 불법으로 소지한 혐의에 대해서도 검찰과 합의할 것으로 예상된다. 
 조 바이든 미국 대통령의 차남 헌터 바이든. 로이터연합뉴스 법무부가 이날 델라웨어 연방지방법원에 제출한.."
71,"조 바이든 미국 대통령의 차남 헌터 바이든이 두 건의 탈세와 불법 총기소지 혐의로 기소됐다. 헌터는 검찰과 혐의를 인정하는 대신 구형을 낮추는 합의를 했다. 공화당은 사법 시스템이 편향돼 ‘선택적 정의’를 추구한다며 전면 공세에 나서 바이든 대통령을 압박했다. 지지율 정체 상태인 바이든 대통령 재선 행보에 부담으로 작용할 전망이다. 
 
미 법무부는 2.."
71,조 바이든 미국 대통령의 차남 헌터 바이든이 탈세와 불법 총기 소지 혐의로 기소됐다. 헌터는 징역형을 피하기 위해 혐의를 인정하는 대신 처벌 수위를 낮추기로 법무부와 합의했다. 기업 비리 의혹으로도 수사 선상에 올라 있는 헌터의 이번 기소는 바이든 대통령의 재선 도전에 부담이 될 것으로 보인다. 공화당은 도널드 트럼프 전 대통령을 기소한 법무부가 ‘이중..
71,"공화당 “트럼프와 다른 잣대”
바이든 재선 악재 털기 분석



조 바이든 미국 대통령의 차남 헌터 바이든(사진)이 탈세와 불법 총기 소지 혐의로 기소됐다. 헌터는 징역형을 피하기 위해 혐의를 인정하는 대신 처벌 수위를 낮추기로 법무부와 합의했다. 기업 비리 의혹으로도 수사선상에 올라 있는 헌터의 기소는 바이든 대통령의 재선 도전에 부담이 될 것으로 보.."
72,"브라질 최대 규모로 꼽히는 마약 카르텔 조직원 75명이 땅굴을 파고 파라과이 교도소를 집단 탈옥했다. 
 
 19일 AP통신 등에 따르면 브라질 국경 인근 페드로 후안 카바예로 감옥에서 수감자 75명이 이날 새벽 교도관의 도움을 받아 탈출에 성공했다. 이들이 탈옥한 방에는 땅굴을 판 흔적인 흙주머니 200개가 쌓여 있었다고 BBC는 전했다. 세실리아 페.."
72,"파라과이 교도소에 수감돼 있던 브라질 최대 범죄 조직원 76명이 19일(현지시간) 집단 탈옥했다고 AP 통신 등 외신이 전했다. 
 파라과이 현지 경찰은 페드로 후안 카바예로 시 교도소에서 마약과 무기 밀래 혐의로 수감돼 있던 브라질인 40명과 파라과이인 36명이 교도소 밑으로 판 땅굴을 이용해 외부로 도주했다고 밝혔다. 
 교도소의 화장실에서 시작된 .."
72,"지난 19일(현지시각) 브라질 최대 규모 범죄조직 PCC의 조직원 75명이 집단 탈옥한 가운데, 하루 만에 27명이 추가로 탈옥해 관련 국가 사법당국이 긴장하고 있다. 
 
20일(현지시간) 브라질 언론에 따르면 북부 아크리주 히우 브랑쿠 교도소에서 이날 새벽 수감자 27명이 탈옥했다. 
 
교도소 측은 수감자들이 3ｍ 높이의 담을 넘어 달아났으며, 이.."
72,"브라질 최대 마피아 PCC(Primeiro Comando da Capital) 조직원들이 집단 탈옥을 감행했다. 뉴스포털 G1에 따르면 PCC 조직원 등 수감자 9명은 18일 새벽 브라질 남부 파라나주의 한 경찰서 유치장을 집단으로 탈출했다.
이날 새벽 3시쯤, 파라나주 캄피나 다 라고아 지역 관할 경찰서 앞마당에 수감자 여럿이 나타났다. 유치장을 탈출.."
72,"브라질 최대 규모로 꼽히는 범죄조직원 75명이 땅굴을 파고 파라과이 교도소를 집단 탈옥했다. 
 
19일(현지시각) 브라질 언론에 따르면 파라과이 페드로 후안 카바예로 지역에 있는 교도소에서 이날 새벽 브라질 범죄조직 PCC와 관련된 수감자 75명이 땅굴을 이용해 교도소를 탈옥한 사실이 확인됐다. 이중 40여명은 브라질 국적자로 알려졌다. 
 
교정당국.."
73,"▶이코노미 인사이트 구독하기 http://www.economyinsight.co.kr/com/com-spk4.html



요즘 콘텐츠 제작자를 만나면 ‘구설수를 조심하라’는 말이 마치 인사나 충고처럼 오간다. 연초에나 보는 토정비결 한 구절 같은 이 말에는 달라지는 콘텐츠산업 환경과 그 속에서 겪는 제작자의 고민이 담겨 있다. 콘텐츠산업은 필연적으로 .."
73,"937억300만원.

 중앙선거관리위원회가 밝힌 4 7 재보궐선거 비용이다. 4 7 재보선과 관련한 관심과 뉴스는 서울시장과 부산시장 보궐선거에 집중돼 있지만, 이날 광역의원 8명, 기초단체장 2명, 기초의원 9명을 뽑는 선거도 함께 치러진다. 중앙선관위 자료 등을 토대로 각 선거구에서 재보선이 치러지는 사유를 살펴보면 선출직이 저지른 범죄 때문인 경우.."
73,"WEEKLY BIZ 뉴스레터 구독하기 ☞ https://page.stibee.com/subscriptions/146096 
 
“캐나다에는 합법적이지만 많은 세금이 부과되는 대마 시장과 불법이지만 번성하는 또 다른 대마 시장이 있습니다.” 
 
캐나다의 대마 판매 업체 캐노피 그로스의 데이비드 클라인 최고경영자(CEO)는 토론토스타와의 인터뷰에서 대마 .."
73,"뉴스레터 [스타트업]에서 발송한 콘텐츠입니다. 매주 화/목/금 레터를 발송하는 유료 멤버십입니다. 스타트업 콘텐츠를 모은, 회원 전용 아카이브 [쫌아는아카이브]도 제공합니다. 가입을 원하면 [클릭] 하세요. 네이버에선 이 링크입니다. https://page.stibee.com/subscriptions/143087 
 
@[나는 그때 투자하기로 했다] 코.."
73,"@주3회 발행하는 뉴스레터 [스타트업]입니다. 무료 가입은 https://page.stibee.com/subscriptions/143087 입니다. 
 
 
오늘은 특별 기고입니다. 특허법인 비엘티의 파트너인 엄정한 변리사는 2013년부터 2000곳이 넘는 스타트업들과 일한 경험이 있는 변리사입니다. 마루180, 창업진흥원 등 여러 액셀러레이터에서도 멘.."
74,"경찰이 전두환 전 대통령 일가를 둘러싼 각종 의혹과 자신의 마약 투약에 대해 폭로성 발언을 해온 손자 전우원(27)씨를 상대로 강제수사에 착수했다.
28일 경찰에 따르면 서울경찰청 마약범죄수사대는 전씨가 이날 오전 인천국제공항에 도착하자마자 곧바로 체포영장과 압수수색 영장을 집행했다. 경찰은 전씨를 마포청사로 압송해 마약류 투약 혐의 등에 대한 조사를 .."
74,"경찰이 가족을 둘러싼 각종 의혹과 자신의 마약투약에 대해 폭로성 발언을 해온 전두환 전 대통령의 손자 전우원(27)씨를 28일 체포했다. 서울경찰청 마약범죄수사대는 이날 오전 6시 전씨가 인천국제공항으로 입국한 직후 신병을 확보했다. 
 
 전두환 전 대통령 손자 전우원 씨가 28일 오전 인천국제공항으로 입국, 마약 투약 혐의로 체포된 뒤 서울경찰청 마.."
74,"가족을 둘러싼 비자금 의혹과 자신의 마약 투약 등 폭로성 발언을 이어온 전두환 전 대통령의 손자 전우원(27)씨가 입국 직후 체포됐다. 
 
 서울경찰청 마약범죄수사대는 28일 오전 6시 인천국제공항으로 입국한 전씨의 신병을 확보해 서울청 마포청사로 압송하고 있다. 전씨는 미국 뉴욕 JFK공항에서 인천공항에 도착하는 대한항공 KE086편을 타고 귀국했다.."
74,"경찰이 가족을 둘러싼 각종 의혹과 자신의 마약 투약에 대해 폭로성 발언을 해온 전두환 전 대통령의 손자 전우원(27)씨를 체포했다. 
 
 서울경찰청 마약범죄수사대는 28일 오전 6시 전씨가 인천국제공항으로 입국한 직후 신병을 확보해 압송하고 있다. 
 
 전날 법원에서 체포영장과 신체 압수수색영장을 발부받은 경찰은 전씨를 상대로 마약류 투약 여부를 검.."
74,"경찰이 가족을 둘러싼 각종 의혹과 자신의 마약투약에 대해 폭로성 발언을 해온 전두환 전 대통령의 손자 전우원(27)씨를 28일 체포했다. 서울경찰청 마약범죄수사대는 이날 오전 6시 전씨가 인천국제공항으로 입국한 직후 신병을 확보했다. 
 
 전두환 전 대통령 일가에 대한 폭로성 발언을 해온 손자 전우원 씨가 28일 오전 서울경찰청 마약범죄수사대로 들어서.."
75,"처음 만난 여성에게 “술 깨는 약”이라며 마약 추정 알약을 건넨 20대 남성이 경찰에 붙잡혔다. 
 
서울 중랑경찰서는 10일 마약류관리법 위반 혐의로 남성 A(28)씨를 입건해 조사 중이라고 밝혔다. A씨는 이날 오전 4시 49분쯤 서울 중랑구 소재의 한 술집에서 처음 본 여성 B(35)씨에게 엑스터시 마약으로 추정되는 알약을 건네려 한 혐의를 받고 .."
75,"처음 만난 여성의 술잔에 마약을 넣은 혐의를 받는 20대 남성이 경찰에 붙잡혔다. 
 
2일 경찰에 따르면 서울 서초경찰서는 20대 남성 A씨를 마약류관리법 위반 혐의로 불구속 입건해 조사 중이다. 
 
A씨는 전날 오후 8시20분쯤 서초동의 한 술집에서 상대방 여성의 술잔에 마약성분이 검출된 알약 3알을 넣은 혐의를 받는다. 
 
이 여성은 A씨의 행.."
75,"20대 남성이 술자리에서 처음 만난 여성의 술잔에 마약을 넣은 혐의로 경찰에 붙잡혔다. 
 
 2일 경찰에 따르면 서울 서초경찰서는 마약류관리법 위반 혐의로 20대 남성 A씨를 불구속 입건해 조사하고 있다. 
 
 A씨는 전날인 1일 오후 8시 20분쯤 서울 서초동 한 술집에서 상대 여성의 술잔에 마약 성분이 검출된 알약 세 알을 넣은 혐의를 받는다. .."
75,"술자리에서 처음 만난 여성의 술잔에 마약을 넣은 20대 남성이 경찰에 붙잡혔다. 
 
 경찰은 2일 20대 남성 A씨를 마약류관리법 위반 혐의로 불구속 입건했다. 
 
 A씨는 1일 오후 8시20분쯤 한 술집에서 이날 처음 만난 여성의 술잔에 마약성분이 포함된 알약 3알을 넣은 혐의를 받는다. 
 
 그러나 이를 수상하게 생각한 여성이 주점직원에게 알렸.."
75,"술자리에서 처음 만난 여성의 술잔에 마약을 넣은 남성이 경찰에 붙잡혔다. 
 
 서울 서초경찰서는 2일 20대 남성 A씨를 마약류관리법 위반 혐의로 불구속 입건해 조사하고 있다고 밝혔다. 
 
 A씨는 1일 오후 8시20분쯤 서울 서초동의 한 술집에서 처음 만난 여성의 술잔에 마약성분이 포함된 알약 3알을 넣은 혐의를 받는다. 
 
 이를 수상하게 여긴.."
76,"중고등학생 10명 중 1명이 국가승인통계를 위한 설문조사에서 마약류 진통제 펜타닐 패치 사용 경험이 있다고 답했다. 해외에서 ‘좀비 마약’이라 불릴 정도로 폐해가 심각한 펜타닐이라 충격적인 결과이지만 조사 주체조차도 문항이 단순해 해석에 유의해야 한다는 입장이다.
◇중고생의 펜타닐 패치 사용 경험률 10.4%
여성가족부는 전국 초등학교 4 6학년과 중 .."
76,"청소년 10명 중 1명은 마약류 진통제인 펜타닐 패치를 사용한 적이 있는 것으로 나타났다. 
 
 여성가족부는 전국 초(4 6학년) 중 고등학교에 재학 중인 1만7140명의 청소년을 대상으로 실시한 '2022년 청소년 매체 이용 유해환경 실태조사' 결과를 22일 발표했다. 
 
 조사 결과에 따르면, 청소년의 마약류 진통제(펜타닐 패치) 사용 경험은 1.."
76,"청소년 10명 중 1명이 마약성 진통제인 ‘펜타닐 패치’를 사용한 경험이 있는 것으로 조사됐다. 
 
여성가족부는 전국 초(4 6학년) 중 고등학교에 재학 중인 청소년 1만7140명을 대상으로 실시한 ‘2022년 청소년 매체이용 유해환경 실태조사’ 결과를 22일 발표했다. 이 조사는 청소년 보호법에 따라 2년마다 실시된다. 올해엔 환각성 약물 사용, 온.."
76,"최근 ‘청소년 10명 중 1명이 펜타닐 패치 사용 경험이 있다’는 여성가족부의 최근 조사 결과에 청소년의 펜타닐 남용 논란이 일었다. 이와 관련해 식품의약품안전처는 지난해 펜타닐 패치 처방을 받은 20세 미만 환자는 482명뿐이라고 밝혔다.
여가부 조사 결과의 신뢰성에 의문이 제기되는 지점이다.
‘주사제 외 펜타닐’ 처방 건수 지속 감소
식약처 발표에 .."
76,"‘무지개’ 펜타닐. 미국 마약단속국 홈페이지 캡처 
 청소년 10명 중 1명은 마약성 진통제인 펜타닐 패치를 사용한 경험이 있는 것으로 나타났다. 구입 경로는 94.9%가 병원이었다. 
 
 여성가족부는 지난해 9~11월 전국 초등 4~6학년 및 중 고교 재학 청소년 1만7140명을 대상으로 실시한 ‘매체 이용 유해환경 실태조사’ 결과 이같이 나타났다고.."
77,식품의약품안전처는 8일 “필로폰(메스암페타민)이 전국 34곳 하수처리장 모두에서 검출됐다”고 밝혔다. 이날 발표 내용은 ‘하수역학 기반 불법 마약류 사용행태(20~22년)’에 대한 조사 결과다. 식약처 관계자는 “하수에는 사람 배설물이나 일상 오염물 등이 뒤섞여있다. 이를 분석하면 불법적인 마약 이용 실태 등을 추정할 수 있다”고 말했다. 마약 투약 여..
77,"불법 마약류 ‘필로폰(메스암페타민)’이 전국 34곳 하수처리장에서 3년 연속 검출된 것으로 나타났다. 불법 마약류 사용추정량이 가장 많은 도시는 인천인 것으로 파악됐다. 
 
식품의약품안전처는 이 같은 내용을 담은 ‘하수역학 기반 불법 마약류 사용행태’에 대해 지난 3년간(2020년~2022년)의 조사 결과를 8일 발표했다. 
 
조사에 따르면 필로폰은.."
77,"지난 3년간 전국 하수처리장에서 시료를 채취해 잔류 마약류를 분석한 결과, 필로폰(메스암페타민)이 모든 하수처리장에서 한 곳도 빠짐없이 꾸준히 검출된 것으로 나타났다.
식품의약품안전처는 8일 이러한 내용을 담은‘하수 역학 기반 불법 마약류 사용행태’에 대한 조사 결과를 발표했다.
조사에 따르면 필로폰은 조사 대상 34개 하수처리장 모두에서 3년 연속 검.."
77,"지난 3년간 전국 하수처리장에서 불법 마약류 ‘필로폰’이 꾸준히 검출된 것으로 나타났다. 
 
식품의약품안전처는 8일 이 같은 내용을 담은 ‘하수역학 기반 불법 마약류 사용행태’에 대한 조사 결과를 발표했다. 하수역학은 하수처리장에서 시료를 채취해 잔류 마약류의 종류와 양을 분석하고 하수 유량과 하수 채집지역 내 인구수 등을 고려해 인구 대비 마약류 사.."
77,"전국 하수처리장에서 지난 3년간 시료를 채취해 잔류 마약류를 분석한 결과, 필로폰(메스암페타민)이 모든 하수처리장에서 한 곳도 빠짐없이 꾸준히 검출된 것으로 나타났다. 
 
 식품의약품안전처는 이 같은 내용을 담은 ‘하수역학 기반 불법 마약류 사용행태’에 대한 조사 결과를 8일 발표했다. 
 사진=연합뉴스 조사에 따르면 필로폰은 3년 연속 조사 대상 3.."
78,"불가리스가 코로나19 억제에 효과적이라고 발표한 데 대해 책임을 지고 홍원식 남양유업 회장(71)이 지난 4일 사퇴한 가운데, 한 남양유업 대리점주가 “신뢰 회복 방안 등 사퇴 그 다음이 없다”고 비판했다.

약 14년간 남양유업 대리점을 운영하고 있다고 밝힌 A씨는 5일 MBC 라디오 ‘김종배의 시선집중’에 출연해 “(불가리스 파문 이후) 매출이 30.."
78,"남양유업이 국내 사모펀드(PEF)에 팔린다. 홍원식 전 남양유업 회장은 자신의 지분을 포함해 가족이 보유한 주식을 모두 사모펀드 한앤컴퍼니에 넘기기로 했다. 1964년 창사한 남양유업은 57년 만에 오너 일가와 완전히 결별하게 됐다. 
 
남양유업은 27일 최대주주인 홍원식 외 2명이 보유한 남양유업 주식을 전부 한앤컴퍼니에 양도하는 계약을 체결했다고 .."
78,"‘도넘은 코로나 마케팅’ 역풍 대국민사과서 “물러나겠다”



“자녀에 경영권 안물려줄 것” 

8년전엔 ‘대리점 갑질’ 파문 

이번엔 불매운동에 뒷북 대처 



회견 10분도 안돼 눈물흘리며 

별도 질의 받지 않고 자리 떠



‘불가리스 코로나 효능’ 논란으로 큰 파문을 일으킨 남양유업의 홍원식(71) 회장이 대(對)국민 사과와 함께 회장직을.."
78,"남양유업 홍원식 회장이 '불가리스' 사태 책임을 지고 물러났지만 신뢰 회복은 쉽지 않을 전망이다. 홍 회장은 대국민사과 기자회견에서 ""자식에게 (경영권을) 물려주지 않겠다""고 밝혔다. 하지만 50%가 넘는 지분 매각 여부를 언급하지 않았다. 남양유업은 최대주주인 홍 회장(51.68%)을 포함해 총수 일가 지분이 53.08%에 달해 여전히 영향력을 행사할.."
78,"‘불가리스 사태’로 벼랑 끝에 몰린 남양유업 홍원식(71) 회장이 결국 사퇴했다. 자식에게도 경영권을 물려주지 않겠다고 선언했다. 자사 유제품 불가리스의 코로나19 바이러스 저감 효과를 확인했다고 발표해 논란을 빚은 지 21일 만이다.
홍 회장은 4일 서울 강남구 논현동 남양유업 본사에서 “먼저 온 국민이 코로나로 힘든 시기에 당사의 불가리스와 관련된 .."
79,"영국에서 한 마약상이 치즈 사진 한장을 메시지 서비스에 올렸다가 경찰에 추적당해 검거되는 일이 벌어졌다. 수사당국이 치즈를 들고 있는 손바닥 사진에서 지문을 인식하면서다. 
 
 25일 영국 BBC와 가디언에 따르면 칼 스튜어트(39)는 영국 리버풀에서 헤로인 코카인 등 마약을 공급하려다가 적발돼 지난주 리버풀 왕립 법원에서 13년 6개월 형을 선고받았.."
79,"러시아의 한 여성이 아기 엄마 행세를 하며 마약을 배달하다가 경찰에 덜미를 잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다. 이 여성은 자신이 기르던 고양이를 아기처럼 보이기 위해 몇 겹씩 아기 옷을 고양이에게 입혔다. 
 
 러시아 경찰이 공개한 영상에 따르면 경찰관이 분홍색 아기 방한복의 지퍼를 열자 아기 대신 어리둥절한 표정의 회색 고양.."
79,"러시아 마약 운반책이 아기 엄마처럼 회색 고양이에 아기 옷을 입히고 그 안에 마약을 숨긴 채 운반하다 러시아 경찰에 붙잡혔다. 
 
마약 밀매업자에게 고용된 여성이 고양이를 이용해 러시아 시베리아 크라스노야르스크에서 우랄 니즈니타길까지 마약을 운반하다 현지 경찰에 붙잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다. 
 
러시아 경찰이 공개한 .."
79,"아기처럼 옷을 입은 고양이. 러시아 경찰 제공 
 러시아의 한 마약 운반책이 고양이에게 아기 옷을 입혀 엄마로 위장했다. 
 
 20일(현지시간) 영국 일간 텔레그램에 따르면, 러시아 마약운반책이 황당한 수법으로 마약 밀매를 시도했다. 
 
 러시아 경찰이 공개한 영상을 보면, 경찰이 분홍색 겨울용 아기 겉싸개 지퍼를 열자 아기 대신 어리둥절한 표정의 .."
79,"러시아에서 마약 운반책이 아기엄마 행세를 하려고 고양이에 아기 옷을 입히는 방법으로 위장했다가 경찰에 덜미를 잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다.
러시아 경찰이 공개한 영상을 보면, 경찰이 분홍색 겨울용 아기 겉싸개 지퍼를 열자 아기 대신 어리둥절한 표정의 회색 고양이가 모습을 드러낸다.
고양이는 최소 3겹의 아기 옷은 물론, 아.."
